fighter_id,name,nickname,height_feet,height_inches,weight,reach,stance,dob
31ef8b67e13495b3,Tecia Pennington,Tiny Tornado,5.0,1.0,115.0,60,Orthodox,1989-08-16
523fa774700d7d3f,Court McGee,The Crusher,5.0,11.0,170.0,75,Orthodox,1984-12-12
4b47e71384a9522f,Tim Means,The Dirty Bird,6.0,2.0,170.0,75,Orthodox,1984-02-20
b6452706b373eea1,Renato Moicano,,5.0,11.0,155.0,72,Orthodox,1989-05-21
c2299ec916bc7c56,Benoit Saint Denis,God of War,5.0,11.0,155.0,73,Southpaw,1995-12-18
881bf86d4cba8578,Nassourdine Imavov,The Sniper,6.0,3.0,185.0,75,Orthodox,1995-03-01
2f181c0467965b98,Brendan Allen,All In,6.0,2.0,185.0,75,Orthodox,1995-12-28
e1d40e8782d80bc2,William Gomis,Jaguar,6.0,0.0,145.0,73,Southpaw,1997-06-13
791c8437b341fba5,Joanderson Brito,Tubarao,5.0,8.0,145.0,72,Orthodox,1995-02-11
dda15dbfafb792df,Kevin Jousset,Air,6.0,2.0,170.0,75,Orthodox,1993-05-02
5b03b61f9d90125e,Morgan Charriere,The Last Pirate,5.0,8.0,145.0,69,Orthodox,1995-10-26
b909a9a9688b5284,Gabriel Miranda,Fly,5.0,11.0,145.0,71,Orthodox,1990-03-25
1e4f273069fb9e85,Fares Ziam,Smile Killer,6.0,1.0,155.0,75,Orthodox,1997-03-21
dccb63727f2f5f74,Matt Frevola,The SteamRolla,5.0,9.0,155.0,71,Orthodox,1990-06-11
cd13728ae1151f46,Ion Cutelaba,The Hulk,6.0,1.0,205.0,75,Southpaw,1993-12-14
64ad3e3b0efa30bb,Ivan Erslan,,6.0,2.0,205.0,72,Orthodox,1991-11-15
46e2011d92463b7e,Oumar Sy,,6.0,4.0,205.0,83,Orthodox,1995-11-21
74f9448b97bf8bec,Da Woon Jung,Sseda,6.0,4.0,205.0,78,Orthodox,1993-12-07
5b86d491d63890c5,Ludovit Klein,Mr. Highlight,5.0,7.0,155.0,72,Southpaw,1995-02-22
37c5366d18ed6c05,Roosevelt Roberts,The Predator,6.0,2.0,155.0,73,Orthodox,1994-02-11
8b1ed83b02303075,Taylor Lapilus,Double Impact,5.0,6.0,135.0,73,Southpaw,1992-04-08
37098a6e6c27fb66,Vince Morales,Vandetta,5.0,7.0,135.0,70,Orthodox,1990-11-12
06e4245d16fc5315,Ailin Perez,Fiona,5.0,5.0,135.0,66,Switch,1994-10-05
07047eb7d17fb0a2,Daria Zhelezniakova,Iron Lady,5.0,9.0,135.0,68,Orthodox,1996-01-23
e8fe9c15d348e778,Daniel Barez,,5.0,6.0,125.0,66,Orthodox,1988-12-10
dc7927cd622676a7,Victor Altamirano,El Magnifico,5.0,8.0,125.0,70,Switch,1991-01-23
f2b3f4ef3f780168,Nora Cornolle,,5.0,7.0,135.0,67,Orthodox,1989-12-06
e3964ece586e0635,Jacqueline Cavalcanti,,5.0,8.0,135.0,70,Orthodox,1997-08-29
4bdedbdeedff7d1d,Bolaji Oki,The Zulu Warrior,5.0,10.0,155.0,73,Orthodox,1995-11-15
fd406a32a6fb3a29,Chris Duncan,The Problem,5.0,10.0,155.0,71,Orthodox,1993-05-10
b50a426a33da0012,Sean O'Malley,Suga,5.0,11.0,135.0,72,Switch,1994-10-24
c03520b5c88ed6b4,Merab Dvalishvili,The Machine,5.0,6.0,135.0,68,Orthodox,1991-01-10
e8b731feff72294b,Alexa Grasso,,5.0,5.0,125.0,66,Orthodox,1993-08-09
132deb59abae64b1,Valentina Shevchenko,Bullet,5.0,5.0,125.0,66,Southpaw,1988-03-07
def8166ff24bd237,Brian Ortega,T-City,5.0,8.0,145.0,69,Switch,1991-02-21
f166e93d04a8c274,Diego Lopes,,5.0,11.0,145.0,72,Orthodox,1994-12-30
4148802ae4a50768,Daniel Zellhuber,Golden Boy,6.0,1.0,155.0,77,Switch,1999-07-07
323d4ca260dfa0ba,Esteban Ribovics,El Gringo,5.0,10.0,155.0,69,Orthodox,1996-04-27
f2900678e98f6d6a,Ronaldo Rodriguez,Lazy Boy,5.0,6.0,125.0,65,Orthodox,1999-05-07
6d68c1afe954f121,Ode Osbourne,The Jamaican Sensation,5.0,7.0,125.0,73,Southpaw,1992-01-09
578ef12674df1e6a,Irene Aldana,,5.0,9.0,135.0,68,Orthodox,1988-03-26
d3f5d33d61cd00c9,Norma Dumont,The Immortal,5.0,7.0,135.0,67,Orthodox,1990-10-01
2e7878927067fdca,Manuel Torres,El Loco,5.0,10.0,155.0,73,Switch,1995-03-25
e4a47b07044ddd72,Ignacio Bahamondes,La Jaula,6.0,3.0,155.0,75,Orthodox,1997-08-27
40cb680ae1cd331f,Yazmin Jauregui,,5.0,3.0,115.0,64,Orthodox,1999-02-28
8bd4200561c77a62,Ketlen Souza,Esquentadinha,5.0,3.0,115.0,63,Orthodox,1994-08-18
5ef94841c4bc3f86,Edgar Chairez,Puro Chicali,5.0,7.0,125.0,71,Orthodox,1996-01-27
fe2babf95de24fb1,Raul Rosas Jr.,El Nino Problema,5.0,9.0,135.0,67,Switch,2004-10-08
7d420039bbfe7c1a,Aoriqileng,The Mongolian Murderer,5.0,7.0,135.0,69,Orthodox,1993-06-25
23024fdfc966410a,Gilbert Burns,Durinho,5.0,10.0,170.0,71,Orthodox,1986-07-20
45f7cb591c3ab00b,Sean Brady,,5.0,10.0,170.0,72,Orthodox,1992-11-23
6a1901c62ab3870f,Jessica Andrade,Bate Estaca,5.0,1.0,125.0,62,Orthodox,1991-09-25
262d32ebda89efc4,Natalia Silva,,5.0,4.0,125.0,65,Southpaw,1997-02-03
97cf1a2c7c5e7889,Steve Garcia,Mean Machine,6.0,0.0,145.0,75,Southpaw,1992-05-22
31f8081c7600da93,Kyle Nelson,The Monster,5.0,11.0,145.0,71,Switch,1991-04-20
67c1d46f4ed16f9e,Matt Schnell,Danger,5.0,8.0,125.0,70,Orthodox,1990-01-15
0bc697c5936a2d0a,Trevor Peek,,5.0,9.0,155.0,70,Switch,1995-01-09
c739c2995a275314,Yanal Ashmouz,Red Fox,5.0,9.0,155.0,69,Orthodox,1995-03-31
a13d755965a4ec9f,Rongzhu,,5.0,9.0,155.0,72,Orthodox,2000-03-07
06626b6287e1ae1e,Chris Padilla,Taco,5.0,9.0,155.0,74,Orthodox,1995-09-14
a57cb948c4c70a47,Isaac Dulgarian,The Midwest Choppa,5.0,7.0,145.0,71,Orthodox,1996-07-04
d7fe8c6b7d2872e5,Brendon Marotte,The Kid,5.0,9.0,145.0,70,Orthodox,1996-01-12
5cdf5339728f580d,Felipe dos Santos,Lipe Detona,5.0,7.0,125.0,70,Orthodox,2000-09-11
b1f21ce050035d58,Andre Lima,Mascote,5.0,7.0,125.0,67,Orthodox,1999-02-04
3f11fd1751fa83b1,Yizha,,5.0,7.0,145.0,71,Orthodox,1997-01-08
f2f140ce7532e327,Gabriel Santos,Mosquitinho,5.0,9.0,145.0,70,Orthodox,1996-11-28
bc7d1ad49fcb2d08,Jaqueline Amorim,,5.0,3.0,115.0,68,Orthodox,1995-06-24
2c483cf443f38ece,Vanessa Demopoulos,Lil Monster,5.0,2.0,115.0,59,Orthodox,1988-09-22
5f61780fe5e9b6d0,Andre Petroski,,6.0,0.0,185.0,73,Switch,1991-06-12
a817e238b2747404,Dylan Budka,The Mindless Hulk,6.0,0.0,185.0,75,Switch,2000-01-14
641ca2c2ed91b93c,Zygimantas Ramaska,,5.0,11.0,145.0,71,Orthodox,1996-12-27
a2d342ffc83913ed,Nathan Fletcher,,5.0,7.0,135.0,70,Orthodox,1998-01-03
13a0275fa13c4d26,Jared Cannonier,The Killa Gorilla,5.0,11.0,185.0,77,Switch,1984-03-16
4126a78111c0855a,Caio Borralho,The Natural,6.0,1.0,185.0,75,Southpaw,1993-01-16
f0feeb2192937424,Angela Hill,Overkill,5.0,3.0,115.0,64,Orthodox,1985-01-12
0cd0456d6029cec2,Robert Valentin,Robzilla,6.0,2.0,185.0,77,Orthodox,1995-03-31
d5bab53a1a603aac,Ryan Loder,Man of Steel,6.0,2.0,185.0,76,Southpaw,1991-06-05
7facc9c45d792985,Kaan Ofli,Genghis,5.0,7.0,145.0,66,Orthodox,1993-06-19
480779d7f9a424d3,Mairon Santos,The Legend,5.0,7.0,145.0,72,Orthodox,2000-06-10
c32aeb1a59e6272d,Michael Morales,,6.0,0.0,170.0,79,Orthodox,1999-06-24
4144798612ef96e5,Edmen Shahbazyan,The Golden Boy,6.0,3.0,185.0,75,Orthodox,1997-11-20
c4d039123e62f6a9,Dennis Buzukja,The Great,5.0,9.0,145.0,70,Switch,1997-10-01
5d495dec23d7c68e,Francis Marshall,Fire,5.0,9.0,145.0,72,Orthodox,1999-03-03
23dec7c47cb418f8,Zachary Reese,Savage,6.0,4.0,185.0,77,Switch,1994-03-24
baa9be02c3e3e038,Jose Daniel Medina,Chicho,6.0,0.0,185.0,74,Orthodox,1991-05-17
19c591115a58982c,Viacheslav Borshchev,Slava Claus,5.0,11.0,155.0,69,Orthodox,1992-01-08
68d35296f566792b,Josiane Nunes,Josi,5.0,2.0,135.0,67,Southpaw,1993-12-23
9dedfdd91070ddd8,Victoria Leonardo,Fury,5.0,5.0,125.0,64,Orthodox,1990-02-16
0d7b51c9d2649a6e,Dricus Du Plessis,Stillknocks,6.0,1.0,185.0,76,Switch,1994-01-14
1338e2c7480bdf9e,Israel Adesanya,The Last Stylebender,6.0,4.0,185.0,80,Switch,1989-07-22
853eb0dd5c0e2149,Kai Kara-France,Don't Blink,5.0,4.0,125.0,69,Orthodox,1993-03-26
32ab52e5de93092d,Steve Erceg,Astroboy,5.0,8.0,125.0,68,Orthodox,1995-07-27
72db2a14ffa73ece,Mateusz Gamrot,Gamer,5.0,10.0,155.0,70,Southpaw,1990-12-11
193b9d1858bc4df3,Dan Hooker,The Hangman,6.0,0.0,155.0,75,Switch,1990-02-13
c62fbc117d57b943,Tai Tuivasa,Bam Bam,6.0,2.0,264.0,75,Southpaw,1993-03-16
2cd428e9606856fd,Jairzinho Rozenstruik,Bigi Boy,6.0,2.0,242.0,78,Orthodox,1988-03-17
e64b96c07d7ce999,Li Jingliang,The Leech,6.0,0.0,170.0,71,Orthodox,1988-03-20
f5779a2303ed76ec,Valter Walker,The Clean Monster,6.0,6.0,265.0,78,Orthodox,1997-12-14
6751eacd16bd59bc,Josh Culibao,Kuya,5.0,10.0,145.0,73,Orthodox,1994-05-24
1ae8f3c723aacff4,Ricardo Ramos,,5.0,9.0,145.0,72,Orthodox,1995-08-01
04835018f90b118c,Casey O'Neill,King,5.0,6.0,125.0,69,Orthodox,1997-10-07
5078e1dacf9d25f4,Luana Santos,,5.0,6.0,125.0,67,Orthodox,2000-04-16
a9da3158dd2c2b5a,Jack Jenkins,Phar,5.0,7.0,145.0,68,Switch,1993-11-03
4f140403000158b5,Herbert Burns,The Blaze,5.0,9.0,145.0,73,Orthodox,1988-02-02
6c3b2525436cf5d4,Tom Nolan,Big Train,6.0,3.0,155.0,73,Southpaw,2000-03-08
dc07493a87dc0a6e,Alex Reyes,The Executioner,5.0,11.0,155.0,73,Orthodox,1986-10-02
814ff3018127e8fc,Ricky Glenn,The Gladiator,6.0,0.0,170.0,70,Southpaw,1989-04-12
2bd98ab77a8daa75,Stewart Nicoll,Kakamora,5.0,5.0,125.0,65,Orthodox,1994-11-04
c051c2e12d692b8a,Jesus Aguilar,,5.0,4.0,125.0,62,Orthodox,1996-03-13
e2f6b2769aaedd6c,Serghei Spivac,Polar Bear,6.0,3.0,260.0,78,Orthodox,1995-01-24
e0c6edcb5b5d0b90,Chepe Mariscal,Machine Gun,5.0,7.0,145.0,69,Orthodox,1992-10-27
b7c5eb7cdbac6a63,Danny Barlow,LeftHand2God,6.0,2.0,170.0,79,Southpaw,1995-08-02
0f1efce7d2571d10,Nikolay Veretennikov,,6.0,1.0,170.0,75,Orthodox,1989-12-22
45f0cc9d18f35137,Chris Gutierrez,El Guapo,5.0,9.0,135.0,67,Orthodox,1991-04-22
3143bf892608139a,Yana Santos,,5.0,6.0,135.0,68,Orthodox,1989-11-11
af9efbfd63d39734,Chelsea Chandler,,5.0,8.0,135.0,68,Southpaw,1990-11-23
148bb103cfbf123e,Toshiomi Kazama,,5.0,7.0,135.0,69,Orthodox,1997-05-15
68b8ebdfce9dbb61,Charalampos Grigoriou,Ferocious,5.0,7.0,135.0,67,Orthodox,1992-03-31
351c4ec637380ad5,Karol Rosa,,5.0,5.0,135.0,67,Orthodox,1994-12-30
91dac5e69e28d5b5,Pannie Kianzad,Banzai,5.0,7.0,135.0,66,Orthodox,1991-12-08
d35f734c56a89103,Karl Williams,,6.0,3.0,235.0,79,Orthodox,1990-01-06
082eba4cd80f736f,Jarno Errens,,5.0,11.0,145.0,73,Orthodox,1994-11-17
1b35af4d1529adf6,Stephanie Luciano,Rondinha,5.0,6.0,115.0,65,Orthodox,1999-12-16
d35298b6df168456,Talita Alencar,Problem Child,5.0,1.0,115.0,58,Orthodox,1990-10-17
65f09bacd3957381,Cory Sandhagen,,5.0,11.0,135.0,70,Switch,1992-04-20
2b6fc1c02736833d,Umar Nurmagomedov,,5.0,8.0,135.0,69,Orthodox,1996-01-03
0d65c432720accb9,Michal Oleksiejczuk,Hussar,6.0,0.0,185.0,74,Southpaw,1995-02-22
7c7332319c14094c,Marlon Vera,Chito,5.0,8.0,135.0,70,Switch,1992-12-02
22a92d7f62195791,Tony Ferguson,El Cucuy,5.0,11.0,170.0,76,Orthodox,1984-02-12
8e5d953bdb9ae5e7,Loopy Godinez,,5.0,2.0,115.0,61,Orthodox,1993-09-06
48a9a128784d53d1,Elves Brener,,5.0,10.0,155.0,72,Orthodox,1997-09-27
e90a2f22417af68e,Azamat Murzakanov,The Professional,5.0,10.0,205.0,71,Southpaw,1989-04-12
a495f599e787614f,Alonzo Menifield,Atomic,6.0,0.0,205.0,76,Orthodox,1987-10-18
3753714927f18437,Mohammad Yahya,The UAE Warrior,5.0,9.0,155.0,73,Switch,1994-05-23
ec13c393d029297d,Kaue Fernandes,,5.0,9.0,155.0,73,Orthodox,1995-03-17
6747ccd6d1acd266,Shamil Gaziev,,6.0,4.0,265.0,78,Orthodox,1990-02-10
1a9480fc288e55d7,Don'Tale Mayes,Lord Kong,6.0,6.0,260.0,81,Orthodox,1992-01-16
7772b283d288dbe2,Guram Kutateladze,Georgian Viking,5.0,11.0,155.0,72,Orthodox,1992-01-08
6d38e41efa47a72d,Jordan Vucenic,The Epidemic,5.0,10.0,155.0,73,Orthodox,1996-03-02
e94085e821bd81de,Sam Hughes,Sampage,5.0,5.0,115.0,64,Orthodox,1992-06-28
4c88a1db5a46c6a4,Jai Herbert,Black Country Banger,6.0,1.0,155.0,77,Orthodox,1988-05-13
40a456a25d52ee65,Rolando Bedoya,The Machine,5.0,11.0,155.0,74,Orthodox,1997-01-13
4e6738062d469256,Sedriques Dumas,The Reaper,6.0,2.0,185.0,79,Orthodox,1995-08-06
0112352cb32f5026,Denis Tiuliulin,,6.0,1.0,185.0,77,Orthodox,1988-05-17
f1fac969a1d70b08,Leon Edwards,Rocky,6.0,2.0,170.0,74,Southpaw,1991-08-25
b1b0729d27936f2f,Belal Muhammad,Remember the Name,5.0,11.0,170.0,72,Orthodox,1988-07-09
399afbabc02376b5,Tom Aspinall,,6.0,5.0,256.0,78,Orthodox,1993-04-11
fa6796c55d6c5440,Curtis Blaydes,Razor,6.0,4.0,265.0,80,Orthodox,1991-02-18
887961364be5ceb3,King Green,,5.0,10.0,155.0,71,Orthodox,1986-09-09
7826923b47f8d72a,Paddy Pimblett,The Baddy,5.0,10.0,155.0,73,Orthodox,1995-01-03
a93f94c923c3a9cb,Christian Leroy Duncan,CLD,6.0,2.0,185.0,79,Switch,1995-07-24
d1c65d2cf2925ddd,Gregory Rodrigues,Robocop,6.0,3.0,185.0,75,Orthodox,1992-02-17
040a74bb0a465c54,Arnold Allen,Almighty,5.0,8.0,145.0,70,Southpaw,1994-01-22
9560ff14eb3129f7,Giga Chikadze,Ninja,6.0,0.0,145.0,74,Orthodox,1988-08-25
329e403448756217,Nathaniel Wood,The Prospect,5.0,6.0,145.0,69,Orthodox,1993-05-08
51018a31ddf31eb2,Molly McCann,Meatball,5.0,4.0,115.0,62,Orthodox,1990-05-04
7138a15258dabf20,Bruna Brasil,,5.0,6.0,125.0,65,Orthodox,1993-09-07
42ac4020cba261ad,Caolan Loughran,The Don,5.0,6.0,135.0,68,Orthodox,1996-05-18
75353550928a7921,Muhammad Mokaev,The Punisher,5.0,7.0,125.0,70,Orthodox,2000-07-30
476fe566d2df676e,Modestas Bukauskas,The Baltic Gladiator,6.0,3.0,205.0,78,Switch,1994-02-10
6370c1c1e12723d5,Marcin Prachnio,,6.0,3.0,205.0,74,Orthodox,1988-07-14
8b6e5dc2ba1edbe7,Sam Patterson,,6.0,3.0,170.0,78,Orthodox,1996-04-30
4729c93ba705a3bf,Kiefer Crosbie,BDK,5.0,11.0,170.0,70,Switch,1990-04-05
0d5cc0170c1a7e71,Mick Parkin,,6.0,4.0,265.0,79,Orthodox,1995-10-02
9c442aaf149ea982,Shauna Bannon,Mama B,5.0,5.0,115.0,65,Switch,1993-10-23
3df5493bb279226f,Amanda Lemos,,5.0,4.0,115.0,65,Southpaw,1987-05-22
7dda2cf308f24a02,Virna Jandiroba,Carcara,5.0,3.0,115.0,64,Orthodox,1988-05-30
a68575214ecad140,SeungWoo Choi,Sting,6.0,0.0,145.0,74,Orthodox,1992-11-03
a7151778b3381036,Kurt Holobaugh,,5.0,11.0,155.0,70,Orthodox,1986-09-08
ca36633b80be4a78,Kaynan Kruschewsky,Bahia,6.0,0.0,155.0,73,Orthodox,1991-04-04
9abc648e76c4493a,Bill Algeo,Senor Perfecto,6.0,0.0,145.0,73,Switch,1989-06-09
d008d785f6347dc2,JeongYeong Lee,Korean Tiger,5.0,10.0,145.0,73,Orthodox,1995-11-13
41cc71cbf210e0fe,Hyder Amil,The Hurricane,5.0,9.0,145.0,70,Switch,1990-05-28
7be14eaed4c74856,Brian Kelleher,Boom,5.0,6.0,135.0,66,Switch,1986-08-19
27b388f0aab49780,Dione Barbosa,The Witch,5.0,6.0,125.0,66,Orthodox,1992-05-08
8c169fbe1ac33637,Loik Radzhabov,The Tajik Tank,5.0,11.0,155.0,69,Orthodox,1990-09-17
528b071cf3da7c56,Luana Carolina,Dread,5.0,6.0,125.0,69,Orthodox,1993-06-11
3cf66c62d9069f43,Lucie Pudilova,,5.0,8.0,125.0,67,Orthodox,1994-06-13
da7f113b5ea39c43,Mohammed Usman,The Motor,6.0,2.0,239.0,79,Orthodox,1989-04-01
764d39074a352e33,Thomas Petersen,The Train,6.0,1.0,264.0,74,Southpaw,1995-03-30
68d4a891e5cf2029,Tracy Cortez,,5.0,5.0,125.0,65,Orthodox,1993-12-10
519e4fe37ce9ff75,Drew Dober,,5.0,8.0,155.0,70,Southpaw,1988-10-19
52ef95b5860fb28c,Jean Silva,Lord,5.0,7.0,145.0,69,Orthodox,1996-12-27
01641ba5df0c69b0,Gabriel Bonfim,Marretinha,6.0,1.0,170.0,72,Orthodox,1997-08-20
1497e735d9f2560a,Ange Loosa,The Last Ninja,5.0,10.0,170.0,74,Orthodox,1993-03-18
902ec2cc48c8ae8a,Julian Erosa,Juicy J,6.0,1.0,145.0,74,Southpaw,1989-07-31
f14f644d41ade29f,Cody Brundage,,6.0,0.0,185.0,72,Orthodox,1994-05-16
cc1a8b4b38b92c6d,Montel Jackson,Quik,5.0,10.0,135.0,75,Southpaw,1992-04-24
a08ddd04eaffd81d,Mariya Agapova,Money Mashka,5.0,6.0,125.0,68,Southpaw,1997-04-07
ca43de99b07b6b40,Josh Fremd,,6.0,4.0,185.0,76,Orthodox,1994-01-15
d9a56ecb6e94f02e,Evan Elder,The Phenom,5.0,10.0,155.0,72,Switch,1997-04-11
65db4065e2bc107d,Darrius Flowers,Beast Mode,5.0,9.0,155.0,71,Orthodox,1994-08-25
009341ed974bad72,Jiri Prochazka,,6.0,3.0,205.0,80,Orthodox,1992-10-14
cc8c623cca88f54f,Mayra Bueno Silva,Sheetara,5.0,6.0,125.0,66,Orthodox,1991-08-22
9cdd2da1a9104a0b,Macy Chiasson,,5.0,11.0,135.0,72,Orthodox,1991-07-27
a67d071163962af8,Michael Page,Venom,6.0,3.0,170.0,79,Switch,1987-04-07
c1085e1701b13eca,Joe Pyfer,Bodybagz,6.0,2.0,185.0,75,Orthodox,1996-09-17
8fd808923cffff82,Andre Fili,Touchy,5.0,11.0,145.0,74,Orthodox,1990-06-25
6e743a33d56bdaa4,Payton Talbott,,5.0,10.0,135.0,70,Switch,1998-09-09
eb70e786bbdf1d16,Yanis Ghemmouri,The Desert Warrior,5.0,9.0,135.0,69,Orthodox,1995-01-24
eb04b9d31e938edb,Michelle Waterson-Gomez,The Karate Hottie,5.0,3.0,115.0,62,Orthodox,1986-01-06
3738e68d2261e60f,Andrei Arlovski,The Pitbull,6.0,3.0,240.0,77,Orthodox,1979-02-04
8eb046f83e82bf26,Martin Buday,Badys,6.0,4.0,265.0,77,Orthodox,1991-11-11
2f43a3e82661fa99,Rei Tsuruya,,5.0,6.0,125.0,68,Orthodox,2002-06-22
5987b2458f4b5290,Ricky Simon,,5.0,6.0,135.0,69,Orthodox,1992-08-31
18d01f7f8338ae72,Vinicius Oliveira,LokDog,5.0,9.0,135.0,70,Switch,1995-11-30
b07aed698fba8624,Ikram Aliskerov,,6.0,0.0,185.0,76,Southpaw,1992-12-07
f14cf73e51b29254,Sergei Pavlovich,,6.0,3.0,257.0,84,Southpaw,1992-05-13
8c0580d4fff106c1,Kelvin Gastelum,,5.0,9.0,170.0,71,Southpaw,1991-10-24
c21f26bbde777573,Johnny Walker,,6.0,6.0,205.0,82,Orthodox,1992-03-30
b7b84ccd221be298,Nasrat Haqparast,,5.0,10.0,155.0,72,Southpaw,1995-08-22
7026eca45f65377b,Jared Gordon,Flash,5.0,9.0,155.0,68,Orthodox,1988-09-06
8d11d9c13e2ccdf7,Muhammad Naimov,Hillman,5.0,9.0,145.0,70,Orthodox,1994-08-07
9d19d9e4aa2662e8,Nicolas Dalby,Danish Dynamite,5.0,11.0,170.0,74,Orthodox,1984-11-16
a7897d200692ab64,Kyung Ho Kang,Mr. Perfect,5.0,9.0,135.0,73,Orthodox,1987-09-09
a54660deb6a8489c,Muin Gafurov,Tajik,5.0,7.0,135.0,68,Orthodox,1996-05-17
117a06469813e4ef,ChangHo Lee,,5.0,8.0,135.0,69,Orthodox,1994-05-09
ab2b4ff41d6ebe0f,Alex Perez,,5.0,6.0,125.0,65,Orthodox,1992-03-21
3a314d9fa7c6825d,Douglas Silva de Andrade,D Silva,5.0,7.0,135.0,68,Orthodox,1985-06-22
0e46690e55a8df75,Timmy Cuamba,Twilight,5.0,9.0,145.0,71,Orthodox,1999-02-08
710f0f8c5d5c9d41,Lucas Almeida,,5.0,11.0,145.0,71,Orthodox,1991-01-31
7af33fc4435017f1,Brady Hiestand,Bam Bam,5.0,8.0,135.0,71,Orthodox,1999-04-30
876f478f796495f7,Josh Quinlan,Bushido,6.0,0.0,170.0,72,Orthodox,1993-02-06
a01a62132460a98d,Adam Fugitt,,6.0,1.0,170.0,77,Southpaw,1989-01-12
09e62c450e754913,Jimmy Flick,The Brick,5.0,7.0,125.0,68,Orthodox,1990-09-07
6e9f40c706f91f32,Nate Maness,Mayhem,5.0,10.0,125.0,72,Orthodox,1991-06-27
f1ab6f37492c630a,Carli Judice,Crispy,5.0,7.0,125.0,68,Southpaw,1999-03-02
57186c150c645200,Jeka Saragih,,5.0,8.0,145.0,69,Orthodox,1995-01-01
7b3503352cd53abb,Westin Wilson,,6.0,1.0,145.0,73,Southpaw,1989-01-24
20bccc9bb4ceb23e,Melquizael Costa,Melk Cauthy,5.0,10.0,145.0,71,Southpaw,1996-09-14
0a73acff6325c1e2,Shayilan Nuerdanbieke,Wolverine,5.0,8.0,145.0,69,Orthodox,1994-05-04
cd3d7e37ff2d679c,Ricky Turcios,,5.0,9.0,135.0,71,Orthodox,1993-06-05
d0e1b42d41dab603,Julian Marquez,The Cuban Missile Crisis,6.0,2.0,185.0,72,Orthodox,1990-05-08
82d4c957649faf9b,Miguel Baeza,Caramel Thunder,6.0,2.0,170.0,74,Orthodox,1992-08-23
a75a48bfe776b2c2,Jesse Butler,,5.0,10.0,135.0,73,Orthodox,1992-05-24
05fa626cb33d15b8,Andrea Lee,KGB,5.0,6.0,125.0,69,Orthodox,1989-02-11
80d8aed0ca9b00f3,Montana De La Rosa,,5.0,7.0,125.0,68,Orthodox,1995-02-14
5fa2974cbd18e05c,John Castaneda,Sexy Mexi,5.0,6.0,135.0,71,Switch,1991-12-18
02bb48869eb7ac8f,Rayanne dos Santos,,5.0,2.0,115.0,62,Orthodox,1995-06-08
19f8a2f6eecd92ac,Puja Tomar,Cyclone,5.0,4.0,115.0,59,Southpaw,1993-12-05
275aca31f61ba28c,Islam Makhachev,,5.0,10.0,155.0,70,Southpaw,1991-10-27
029eaff01e6bb8f0,Dustin Poirier,The Diamond,5.0,9.0,155.0,72,Southpaw,1989-01-19
0d8011111be000b2,Sean Strickland,,6.0,1.0,185.0,76,Orthodox,1991-02-27
2e5c2aa8e4ab9d82,Paulo Costa,The Eraser,6.0,1.0,185.0,72,Orthodox,1991-04-21
41e83a89929d1327,Jailton Almeida,Malhadinho,6.0,3.0,205.0,79,Orthodox,1991-06-26
8e382b585a92affe,Phil Rowe,The Fresh Prince,6.0,3.0,170.0,80,Orthodox,1990-07-18
a845f0735bc67405,Jake Matthews,The Celtic Kid,5.0,11.0,170.0,73,Orthodox,1994-08-19
0be6776db31d98ec,Mitch Raposo,,5.0,5.0,125.0,64,Switch,1998-10-16
64a50dad704d1d49,Edson Barboza,Junior,5.0,11.0,145.0,75,Orthodox,1986-01-21
2558ae2e5671e318,Khaos Williams,The OxFighter,6.0,0.0,170.0,77,Orthodox,1994-03-30
65cdf4ec31143d86,Vinicius Salvador,,5.0,7.0,135.0,70,Southpaw,1996-07-24
3e708ce33b6b18e6,Victor Martinez,The Brick,5.0,8.0,155.0,70,Orthodox,1991-07-17
a4a80dd7336ffd59,Melissa Gatto,,5.0,5.0,135.0,69,Orthodox,1996-05-02
d317a5e2b3f88c5f,Warlley Alves,,5.0,11.0,185.0,72,Orthodox,1991-01-04
c0d5c0c95c59050b,Ariane Carnelossi,Sorriso,5.0,2.0,115.0,61,Orthodox,1992-11-17
1897b7b913736a7c,Alatengheili,The Mongolian Knight,5.0,5.0,135.0,66,Orthodox,1991-12-14
102a8fdf8cbf7467,Kleydson Rodrigues,KR,5.0,5.0,135.0,67,Orthodox,1995-10-22
02f8fedc18cbd26c,Emily Ducote,Gordinha,5.0,2.0,115.0,63,Orthodox,1994-01-01
d3df1add9d9a7efb,Derrick Lewis,The Black Beast,6.0,3.0,260.0,79,Orthodox,1985-02-07
49d2a08964c5eb11,Nursulton Ruziboev,Black,6.0,5.0,170.0,76,Orthodox,1993-11-19
f53d4f21d1b5f2dc,Diego Ferreira,,5.0,9.0,155.0,74,Orthodox,1985-01-18
7aa3d6964eff4877,Alex Caceres,Bruce Leeroy,5.0,10.0,145.0,73,Southpaw,1988-06-20
fc08099550072fe4,Waldo Cortes-Acosta,Salsa Boy,6.0,4.0,260.0,78,Orthodox,1991-10-03
809bd1a871491508,Terrance McKinney,T. Wrecks,5.0,10.0,155.0,73,Switch,1994-09-15
fa07345cc9db5cc9,Billy Ray Goff,,5.0,10.0,170.0,72,Switch,1998-06-18
31dbfbe4e7a6727c,Trey Waters,The Truth,6.0,5.0,170.0,77,Orthodox,1995-02-21
6fd953151d981979,JJ Aldrich,,5.0,5.0,125.0,67,Southpaw,1992-09-29
